linkID,venue1,venue2
1150,collection0246,collection0280
1151,collection0206,collection0871
1152,collection0298,collection0851
1153,collection0100,collection2040
1154,collection0276,collection0877
1155,collection0141,collection0192
1156,collection0485,collection2008
1157,collection0670,collection1043
1158,collection0073,collection1838
1159,collection0016,collection0354
1160,collection0017,collection0133
1161,collection0003,collection0006
1162,collection0017,collection1746
1163,collection0280,collection0701
1164,collection0428,collection0638
1165,collection0727,collection1641
1166,collection0013,collection0776
1167,collection0502,collection0542
1168,collection0861,collection0935
1169,collection1060,collection1194
1170,collection0183,collection1067
1171,collection0818,collection0859
1172,collection0634,collection1630
1173,collection0015,collection0791
1174,collection0428,collection0984
1175,collection0104,collection2023
1176,collection0006,collection0284
1177,collection0013,collection0939
1178,collection0151,collection0174
1179,collection0063,collection0124
1180,collection0015,collection0713
1181,collection0004,collection0008
1182,collection0124,collection0428
1183,collection0181,collection0438
1184,collection0030,collection0055
1185,collection0485,collection1198
1186,collection0192,collection0462
1187,collection0155,collection0677
1188,collection0010,collection0779
1189,collection0328,collection1995
1190,collection0005,collection0858
1191,collection0085,collection0415
1192,collection0420,collection0608
1193,collection0015,collection0278
1194,collection0005,collection0582
1195,collection0019,collection0301
1196,collection0093,collection1946
1197,collection0076,collection0111
1198,collection0002,collection2012
1199,collection0039,collection0206
1200,collection0127,collection0234
1201,collection0276,collection0351
1202,collection0013,collection1989
1203,collection0004,collection0162
1204,collection0110,collection0375
1205,collection0466,collection0995
1206,collection0566,collection0869
1207,collection0041,collection0739
1208,collection0415,collection0479
1209,collection0485,collection1619
1210,collection0479,collection0514
1211,collection0427,collection1489
1212,collection0298,collection0797
1213,collection0188,collection0192
1214,collection0052,collection0653
1215,collection0127,collection0231
1216,collection0037,collection0107
1217,collection0032,collection1280
1218,collection0030,collection0111
1219,collection0054,collection1132
1220,collection0481,collection1626
1221,collection0002,collection1538
1222,collection0003,collection0127
1223,collection0647,collection0674
1224,collection1072,collection1626
1225,collection0126,collection0725
1226,collection0142,collection1198
1227,collection0258,collection1641
1228,collection0371,collection0438
1229,collection1618,collection2304
1230,collection1210,collection1500
1231,collection0056,collection0269
1232,collection0142,collection0315
1233,collection0061,collection0127
1234,collection0280,collection1198
1235,collection1043,collection1210
1236,collection0006,collection1373
1237,collection0346,collection2012
1238,collection0837,collection1198
1239,collection0108,collection2304
1240,collection0713,collection0729
1241,collection0005,collection1376
1242,collection0483,collection0935
1243,collection0791,collection1866
1244,collection0043,collection0407
1245,collection0002,collection1584
1246,collection0500,collection1805
1247,collection0151,collection0357
1248,collection0155,collection0749
1249,collection0032,collection0874
1250,collection0141,collection0710
1251,collection0485,collection0748
1252,collection0450,collection0818
1253,collection0130,collection0479
1254,collection0155,collection0231
1255,collection0525,collection0905
1256,collection0002,collection0162
1257,collection0013,collection1036
1258,collection0002,collection0216
1259,collection0395,collection0761
1260,collection0040,collection0244
1261,collection0111,collection0970
1262,collection0818,collection1838
1263,collection0052,collection2023
1264,collection0063,collection0748
1265,collection0104,collection0214
1266,collection0084,collection1146
1267,collection0017,collection2154
1268,collection0002,collection1025
1269,collection0116,collection1043
1270,collection0046,collection1807
1271,collection1092,collection1132
1272,collection0032,collection0043
1273,collection0298,collection0886
1274,collection0315,collection0588
1275,collection0367,collection0610
1276,collection0024,collection0269
1277,collection0014,collection0073
1278,collection0104,collection0331
1279,collection0037,collection0040
1280,collection0001,collection0569
1281,collection0034,collection0316
1282,collection0038,collection0100
1283,collection0525,collection0527
1284,collection0424,collection0566
1285,collection0004,collection0976
1286,collection0272,collection0404
1287,collection0100,collection0287
1288,collection0244,collection0861
1289,collection0748,collection0761
1290,collection0166,collection1454
1291,collection0056,collection0280
1292,collection0670,collection1641
1293,collection0032,collection0118
1294,collection0105,collection1280
1295,collection0044,collection0341
1296,collection1198,collection1263
1297,collection0504,collection1146
1298,collection0301,collection0341
1299,collection0174,collection0181
1300,collection0046,collection1130
1301,collection0945,collection1036
1302,collection0407,collection0818
1303,collection0005,collection0636
1304,collection0400,collection0610
1305,collection0400,collection1263
1306,collection0214,collection0278
1307,collection0021,collection0935
1308,collection0181,collection1097
1309,collection0157,collection2012
1310,collection0025,collection1441
1311,collection0151,collection1216
1312,collection0007,collection0118
1313,collection0525,collection0674
1314,collection0204,collection1146
1315,collection0014,collection0459
1316,collection0242,collection0521
